content,score
"shopee kalo bikin iklan jangan rese ngapa, nyebelin banget",1
"shopee is the Best,ayo smua belanja di shopee",5
"Banyak free ongkir, chat CS mudah, pokoknya belanja ecomesil ya cuma di Shopee",5
Sesuai harga bagus lah pokonya,5
"Shopee Terpercaya & Aman membantu memudahkan berbelanja online.Kebutuhan belanja dengan bijak.Belanja di Shopee .Shopeelive,Shopeevideo ada voucher diskon harga dan gratis ongkir lebih hemat.Pengiriman semakin cepat dan lebih baik Terima Kasih Shopee",5
bagus dan sangat membantu,5
sangat membantu saya membeli kebutuhun yang saya perlukan,5
Toko yg kereeen dahhh,5
saya sering errorr dam gemleg fitur shopee ketika mau pesan barang /chex out barang dan telat sampainya.,5
"shopee kenapa dah sekarang rempong banget, co pakai voucher tiba"" dibatalkan otomatis, padahal war voucher nya itu efforts tiba"" dibatalkan, dulu ngk gini sekarang kok makin ribet makin ngk suka",1
belanja lebih murah dan mudah,5
sangat membantu dan harga nya pun terjangkau,5
"tolong tingkatkan penjualan vidio saya,sudah bnyak saya upload vidio tpi gak ada pun yg klik dan nonton vidio saya.🙏",5
Hampir 90% pesananku/belanjaku di shopee sesuai dengan ekspektasi dan sesuai gambar. Walaupun masih ada beberapa yang mengecewakan.,5
pesanan saya dari kemarin stuck disitu mulu padahal hari ini 20 maret 2025 estimasi pesanan sampai di saya.tapi tadi di cek masih ada di jakarta di tempat sortir jakarta utara. udh coba komplai pake formulir spx nya tapi sampai sekarang belum ada info,2
Mohon ma'af lahir bathin buat management Shopie yang udah berbuat baik kepada yang menerimanya🙏sukses slalu buat shopie..salam sejahtera,5
hari ini susah banget dpt driver mau pesan food buat sahur....🤦,1
ok,5
oke,5
"tq shoppey,Semoga kedepan nya makin banyak gratis Ongkir nya",5
sangat membantu sopppe,5
"selama ini sih kt sy shopee baik² sj,bagus,sy jg sering dpt gratis ongkir,kl sy beli jg barang² nya bagus,insyaAllah aman nyampenya,pokoknya tokonya amanah dan kurirnya jg sdh berlangganan semoga makin jaya shopee kedepannya😊",5
saya suka sama sopo barangnya semua bagus bagus,5
suka banget 👍👍,5
sangat membantu dalam berbelanja,5
good,5
dgn adanya Shopee sangat mudah dan banyak diceritakan yg bisa di nikmati tenks shooee,5
"setiap belanja pakai voucher diskon shopee selalu dibatalkan sistem, mending belanja di tokopedia aja skrg",1
sesuai pesanan,5
cara mudah bertransaksi pake shopee pay sangat membantu berbelanja sgt mudah brg bgs2 mau belanja apa aj super komplit cuma d shopee d jamin puaaaassss,5
"Banyak transaksi di batalkan sepihak oleh shopie,malah sekarang gak bisa transaksi",1
shopee memng mantapp,5
"Shopee salah satu ecommerce yang saya pakai hingga saat ini, fiturnya banyak dan cukup interaktif, tapi satu hal yang menjengkelkan yaitu fitur AI dalam membalas pesan membuat penjual semakin tidak bertanggungjawab atas tokonya, niat hati mengeluarkan duit lebih untuk pesenan YES dari pagi supaya besoknya sampe malah baru dikirim lebih dari H+1, padahal statusnya tinggal diserahkan ke kurir dihari sblmnya. Bahkan toko dichat tanpa ada bls an sama sekali dr manusia, hanya AI yang membalas seadany",1
"y, bagus.",5
memudahkan kita berbelanja dgn pasilitas yg terseda dishopee.top dah,5
jos gandos,5
Good.. shopee sangat membantu sukses terus,5
"Makin upgrade makin berat aplikasinya, setiap ada notif langsung otomatis masuk aplikasi fitur chat juga sering gagal kirim dengan tanda seru di samping nya, terkadang malah hilang tanpa ada histori chat nya",1
pengirimannya sangat lambat,3
"tetap bintang 5 meskipun GX dapet koin emas cek'in setiap hari 1000koin cman 100, koin",5
memudahkan segala urusan pembelanjaan,5
sangat puas,5
Pas dan cocok banget buat belanja online yg sesuai kebutuhan dongg🤩,5
aplikasi shopee sangat debes,5
"aplikasi terlalu banyak gimik ,terlalu banyak fitur2 gak guna bikin lelet, terlalu banyak notifikasi sebagian besar tipuan. bintang 1 sudah lebih dari cukup.",1
pokoknya shoppe the best 🥰,5
aplikasi wajib utk belanja online yang nyaman,5
"Belanja dishopee saya sangat puas pengiriman nya cepat,harga murah dan produk yg kita pesan selalu dikirim sesuai dgn yg kita pesan, Terima kasih shopee sukses terus semoga kedepan nya semakin baik dan harga2 dishoppe semakin murah biar disukai para pembeli,",5
"bagus sih. tapi kenapa ya tiap open apk nya mesti lemot, apa cuma aing aja yg kek gini?",5
ok,5
suka,5
bagus,5
tempat berburu diskon,5
Platform favorit akuuu 😍 Terimakasih banyak shopee sudah membantu mencari barang kebutuhan tanpa ribet keluar rumah 👍☺️,5
selama saya belanja online inilah allikasi yang cukup memadai dan belum pernah saya complain dengan toko penjualnya.,4
oke,5
aplikasinya mudah sekaaali,5
kak ini kok saya main shopee games trs saya pakai bibit mobil trus pas sudah panen kok gak dapat apa apa ini knapa yaa??,4
sangat baik respon kalau ada masalah dalam memesan barang yg tidak sama dgn iklannya Mksh,5
shopee bangus banget,5
"untuk pengguna baru ,sangat bnyak bonus dan promonya .. mantapz",5
shopee Sekarang Lemot banget buat liat barang nyecrolling sampai bawah aja memuat terus tulisannya !! tolong dong shopee jangan di persulit,4
Terlalu banyak acara,1
"pilihan produk lengkap, dan biar lokasi paling timur di papua, tapi bisa dapat solusi ongkir yg terbaik,,",5
pokoknya puas belanja dshopee,5
okesih bisa cod,4
oke,5
baguss,5
"pesanan cepat dateng, barang selalu bagus dan selalu sesuai,",5
"Pasti kalo mendekati lebaran (baru H-17), paket selalu terlambat. dari surabaya-kabupaten dijateng butuh waktu 7 hari pengiriman (spx). komplain jawabnya overload atau paket sedang membludak, ya saya juga tau namanya juga mau lebaran, yg jadi pertanyaan emang ga ada solusi buat menangani hal kaya gitu? kerjasama sama ekspedisi lain dll. ekspedisi lain juga masih bisa tepat waktu 3-4 harian.",2
mantapShopee,5
good aplikasi,5
good,5
keren dan puas belanja dishopee,4
"parah dipakai scroll lebih dari 20 menit apk ngelag, lemot loading, layar susah di pencet tapi kalo digeser ke apk lain di waktu sama lancar lancar aja, mainin apk berat ga pernah lag cuma apk ini aja, kalo bukan karna sudah bnyak voucher sama cashback malas kali pake ni apk parahh, toko online lain mau scroll seharian ga pernah lag",3
Puas,5
"2 hari paket saya gk dijemput kurir dari shoope wkwkwk kapok belanja pke kurir dari shoope, tidak ada ketegasan dari pihak shoope hanya disuruh menunggu 🤣",1
senang berbelanja diaplikasi ini,5
luar biasa,4
shopee membantu kebutuhan mendapatkan barang yg sulit didapatkan dengan harga terjangkau.,5
bagus,5
Sebenernya sangat membantu aplikasi ini. memudahkan membeli kebutuhan dg cepat. Tapi sayangnya terlalu maruk di jasa expedisi. memonopoli pengiriman lewat shopee express. hingga akhirnya overloud dan barang tak sampai hingga berbulan.,2
bagus,5
mempermudah untuk memesan barang yang di butuh kan di lingkungan rumah,5
"kenapa yah akhir"" ini shopee eror Mulu",1
"aplikasi ny payah skrg. pembayaran sy gk prnh brmasalah, tp kok skrg spaylater ny gk bisa dipakai. apaan coba. mkin lama mkin gk nyaman. saat ny bralih ke yg lain.",1
"sangat membantu berbelanja ,,bnyk diskon..serta harga murah mksih Shopee",5
shopee mantap bisa jadi langganan tetap banyak lagi diskon dan harga-harga murah serta ongkir yang gratis pokoknya mantap,5
semogah codnya dan diskonya gak pernah hilang dan selalu ada,5
kasih update notifikasi buat hapus biar gak satu satu ngapus notif d apps...karna membuat berat aplikasi di pesan atau d notifkasi aplilasi bikin cara hapus all atau kita tandain mana yg akan d hapus,1
"ini aplikasi tiktok apa jualan???begitu buka auto video.malah lelet buat cari barang....!!!!!!!! kenapa produk di beberapa store tidak muncul,seolah2 toko tutup padahal aktif?",1
mantap,5
bahan nya bagus,5
"gimana cara mengatasi KTP Sudah terdaftar di akun shopee lain sedangkan lupa nama dan pasword akun tersebut kak,,",4
sangat membantu,5
aplikasinya berat,3
recomended buat belanja online,5
the best,5
Aplikasi mantap sangat bermanfaat,5
tingkAtkan segalanya sukses selalu shopee,5
"saya suka sama aplikasi google ini sangatbagus ,😃😄😀👍",5
assalamualaikum wrwb . terimakasih shopee bagus dan sgt memudahkan untuk sy belanja online . wassalam,5
Sangt membantu mempermudah untuk belenja dirumah,5
kalo gabisa handel spx gausak sok sok monopoli pengiriman su,1
Terimakasih shoope 🙏🏻,5
sangat membantu di tengah kesibukan,5
ok,5
emang beneran ada event ramadhan yahh di shoppe yg melalu i no dan wa??,3
"shoope skarang ga kya dlu klo pembayaran pke saldo shoopepay lngsung bisa,skarang cekout mau pke metode pembayaran shoopepay malah kadang bsa kadang ngga,padahal saldo jumlahnya di atas cekout kta blanjanya,malah kga bsa di gunakan🤦‍♂️,trus skarang susah memuat viturnya lama,tolong di perbaiki biar pngguna shoope nyaman aman lancar jaya sehat sentosa",2
"semoga makin rame pesanan di toko baru saya, pelayanan shopee sangat baik dan ramah,",5
bagus recommend,5
tdk ada ji,5
"perusahaan besar elit, tapi ngasih BHR buat mitra 1 tahun sekali aja SULIT",1
terbaik,5
belanja puas dan hemat,5
good,5
"min, saya punya keluhan tentang pengiriman barang, saya sempet ada masalah sama salah satu kurir SPX Express nah setelah itu setiap saya pesan paket barang Saya tidak sampai selalu dicancel tanpa konfirmasi terlebih dahulu, bagaimana solusinya untuk permasalahan ini min?",5
bagus,5
oke,5
aman nyaman,5
bagus,5
"Hari ini, Tgl ini, Jam ini. saya terakhir pakai shopee. dengan berat hati sy sampaikan sy kecewa. sy sdh member shopee platinum. tapi pengajuan spylater, dan spinjam sy di tolak sudah 3 kali pengajuan. terima kasih shopee sukses selalu.",1
gak jelas,1
Sangat bermamfaat sekali shopee dan mudah cara belanjanya aku suka,5
mantap,4
mantap,5
"fitur ""COD Cek dulu"" saya cek sesuai panduan kurir ternyata barang yang dikirim tidak sesuai lalu barang dibawa lagi oleh kurir, ehh malah akunku yang kena banned dengan keterangan ""gagal COD"" anehhh",1
"Ubur ubur ikan lele, Mantap Lee.....!!!",4
Ramadan hampir habis semoga diterma puwasa kita sang maha kuwasa amin,5
"apk bagus tp ga normal, akun ku tbtb keluar ga bisa masuk, di cek ternyata ga dibatasi tapi ada tulisan ""detected"" gitu apalah kesel!!! tolong balikin akunnya, padahal udh masukin pin sm otp ttp aja gabisa login capeeee minnn, kalo akun ku balik ku rating 5 b, balikin dulu akun ku",1
Sangat membantu,5
terbaik Shopee indonesia,5
"masih tetap kendala di pengiriman juga sama tidak ada sat set nya, giliran paylater nunggak tiap hari ditelfonin",2
Sesuai pesanan yang dikirim semoga sukses selalu dan jaya selalu,5
knp saya gabisa mengclaim koin dilive ya? pdhl sudah diperbarui shopeenya.,3
sekarang kirim nya aga lambaat.. mngkin krn sibuk mo lebaran😄,5
luar biasa.blnja aman dan trjamin,5
Amanah,5
Lemot,4
kenapa pesanan saya terbatalkan terus. alasan aktivitas tidak wajar. aneh bgt shopee ini. ga mau laku atau apa sih,1
belanja dirumah,5
Jelek... pelayanan lambat,1
sangat membantu untuk kaum mageran seperti saya ini,5
the best shopee😍,5
goodjobs,5
mantap shope,5
mantap,5
sangat memuaskan,5
"aplikasi makin lemot, padahal HP suport banget, tapi kenapa ngeleh, lama, lemot. kebanyakan live video penjualan. tolong dong diperbaiki",1
mantap,5
3 bintang dulu,3
oke,5
ok,5
bagus,4
sukses dan jaya selalu 🤲🏻,5
"jangan terlalu banyak pasang iklan di aplikasi² lain, mengganggu, shopee kan udah aplikasi besar dan semua orang sudah pada tahu, jadi ga usah muncul²in iklan, kaya aplikasi baru saja",5
bagus bgt,5
baguss sangat membantu,5
bagus nya tidak bisa di jelaskan,5
jempol dech,5
udah nyaman belanja di shopee. 🤩,5
LEMOTTTTTTTTT,3
Oke,5
"akhir akhir ini terjadi kendala dikurir spx express dalam pengantaran paket pesanan saya, sudah 2 kali paket tidak datang ke alamat saya. entah nyasar kemana, bukti foto penerima pun dilampirkan hanya foto barangnya saja. wajah orang yang menerima tidak sertakan, tindakan ini sangat merugikan saya terlebih sistem pembayaran Payment/Transfer.",1
"kebanyakan product cina, terlalu sedikit product kualitas terbaik dari Japan, America, German, Italy dsb. kosakata yg di searching tak sesuai kalimat yg diketik pada kolom pencarian.",1
good luck,5
mantap,5
saya senang dengan adanya shopee ini segalanya jadi mudah karena segalanya yang diperlukan semua ada di shopee,4
mantap,5
pengajuan Spay enggak pernah di acc padahal udah pake 6 taunan..,1
sangat puas blanja di sopy.,5
Ok,5
Tolong diupdate lagi tampilkan riwayat transaksi di shopeepay biar bisa tau transaksi apa aja di shope pay,3
"bagus bgt bikin nagih chekout² mulu tapi aku kasih saran dikit ya, seharusnya waktu pesanan menuju kelokasi anda itu, dikasih nomor kurirnya sama nama kurirnya jadi kalau lagi diluar enak tinggal wa ke kurirnya suruh nganter nanti sore, kalau gaada gituannya malah susah menurutku kalau mau keluar bingung takut paket datang , mana tipe ortuku itu gamau bayarin cod , harus pakai uangku sendiri, tolong ya shopee dikasih fitur ituu aku suka bgt ya pakai shopee udah 6 thn pakai apk shope 💗🫶🏻🫶🏻🫶",5
sangat membantu mencari semuakebutuhan,5
"sayangnya splayter hanya berlaku untuk orang yang banyak uang, bukan yang membutuhkan",1
keren,5
terbaik sopeee,5
bgussss,5
"kebijakan nya terlalu ribet,",1
"tolong lebih di privasi lagi akun shopee setiap orang , karena masih banyak penipu yg ngehack no HP dan mengancam segala macam ,,, mohon di respon karena banyak yg mengatasnamakan pihak dari shopee",5
Aplikasinya sangat bermanfaat sekali buat belanja2 kebutuhan apapun,5
lumayan membantu,5
pasrah aja meski masih terkendala tidak bisa ambil bonus koin di live,5
pengirimanha kacau banget masa paket sampe 2minggu lebih pengiriman model apa jadi kapok udah beberapa kali di bikin kecewa shopee,1
memudahkan konsumen mecari kebutuhan,5
intinya mantap lah,5
baik,3
mantap,5
"Cepet, akurat dan bisa dimonitor oleh konsumen",5
shopee is the best,5
I like this one,5
"Saya planggan shope enth knp akhir2 ini notif pesanan sdah d trima pdhal paket blm d trima,tanya kurir spx barang jatoh, barangnya ketinggalan,bnyk alasan nya sungguh kcewa pdhal dari toko2 seller prosesnya cepat,tolong d di pernaiki untuk kedepanya",1
sangat bagus,5
puas pokoknya mau blanja apa aja di shopee selalu memuaskan,5
Hati hati teman teman. Baru pesan barang langsung ada oknum tau apa yg di pesan dan ujung nya mau nipu OL shop sekarang oknumnya ngeri sebar info buat nipu,3
bagus banget,5
"memudahkan untuk belanja selama ini , puas aja belanja di shopee selama ini makasih 👍☺️",5
sangat membantu,3
Sangat membantu memenuhi kebutuhan,5
sy produknya bagus bagus,5
semuanya jadi mudah dengan shopee ♥️💞,5
untuk koin sekarang shopee pelit payah 👎 banyak juga bug di setiap video dan live streaming dan sering ada notifikasi untuk memuat ulang padahal jaringan internet saya bagus. dan yg utama saya rasakan sekali terkait kebijakan² dr shopee yg banyak merugikan customer seperti waktu penyelesaian masalah terkait pesanan,1
sekarang Shopee kaga jelas pesan paket belum merasakan nerima dan belum konfirmasi ke saya eehh kurir nya udh pembatalan sepihak dari kurir parah lagi viral di tiktok.. ada pembuatan nomor palsu dan persis nomor kita. kacau.,1
"kok shopee sekarang sesudah di update nggak bisa mencekout cuman bisa menambahkan ke keranjang padahal jaringan bagus,tolong di perbaiki yaa",3
saya suka belanja di shopee,5
apk shopee sangat membantu untuk blanja,5
"gak bisa login, setelah ganti hp verifikasi wajah gagal",1
mempermudah cari kebutuhan barang,5
sangat baik,5
refill mop merk krisbow ACE top quality terimakasih shopee,5
bagus,5
oke terima kasih,5
mantap,5
good pokonya mah,5
saya tidak merasa memesan tpi tiba² tau nama saya dan alamat dan tolong setiap toko tidak ada hak untuk cara pembelian seperti tidak pesan tpi tiba kirim ke alamat tersebut dan saya tidak memakai apk shopee tersebut ini namanya pembelian secara paksa tolong di pertegas lagi setiap punya toko tersebut saya soalnya pengguna lazada aja tdk seperti ini klu atau saya lapor ke punya apk ini baru tau rasa soalnya ini meresahkan masyarakat ya...,1
"3x pesan makanan di tempat berbeda 3x dibatalkan, ngapain dipajang klo ga bisa di beli",1
"shopee mantab, lancar terus yaa",5
lumayan wort it,4
mantap,5
"Praktis penggunaannya, banyak bonus, harga barang relatof lbh murah dan ongkir banyak free",5
lemot banget,1
semoga tambah cepat aplikasinya,4
"sangat membantu banget, pokoknya the beast dah",5
ok,4
ok,5
mantap sob,5
sangat membantu,5
"apk nya makin lama makin gajelas,saat saya mau cek out ada pemberitahuan harus ganti nomer udh di ganti pun tetep gak bisa cek out entah knp mending beli di apk sebelah,masih untung gw kasih bintang",1
gampang bedain barang asli atau palsu,5
"halo shopee Indonesia, klw buat sistem atau aturan yang baik dan bner bukan Mlah merugikan kurir sendiri seperti spx intans tolong di perbaiki sistemnya, contohnya klw sudah malam itu toko/seller kasih peringatan dan point pelanggaran klw masih melanggar kasih sangsi krna banyak yg jam 5-6-7-8-9-10 mlm masih ada tebar paket pdhal tokonya tutup contohnya Roxy mas/mall taman palem ruko jembatan 5 dll intinya buat sistemnya itu saling menguntungkan entah driver atau pihak shopee, mnding tutup aj",1
sangat menarik,5
senang belanja di shopee,5
"tolong dong, saya mau chat cs gak bisa -bisa",1
bagus,5
Sering loading lambatttttt.....,3
Good,5
"ngelag banget anjir, minimal optimalisasi aplikasi",2
